Source,Target,Type,Weight,videos
UC_RTgfzw-lHCxCoDCnXDbtg,UCxhofOoSmF_RQgSpi48JkMg,Undirected,1,1
UCa2bIkZitgzKokWDH7dnA8A,UCxhofOoSmF_RQgSpi48JkMg,Undirected,1,1
UC1G7jgT65TxDT_k7qw1Qt9w,UC_RTgfzw-lHCxCoDCnXDbtg,Undirected,1,1
UC1G7jgT65TxDT_k7qw1Qt9w,UCa2bIkZitgzKokWDH7dnA8A,Undirected,1,1
UC_RTgfzw-lHCxCoDCnXDbtg,UCa7WdLTD4YQWBbELmFAZWIQ,Undirected,1,1
UC_RTgfzw-lHCxCoDCnXDbtg,UCbvwGzSKXa31P6yDRyoNJnA,Undirected,2,2
UCaDoxfzWNonZY0_dQbE1VcQ,UChLgZFcCFw1ktfvyoLGiRTQ,Undirected,1,1
UC8SHCHvApI1aPlX8jagFZ9Q,UCUaS8xCrE8h7qcjuxEJk-gQ,Undirected,2,2
UCAYOMpSQugVgFe4wnqZCCKQ,UCUaS8xCrE8h7qcjuxEJk-gQ,Undirected,1,1
UC8SHCHvApI1aPlX8jagFZ9Q,UCnVWdPxgikz9jqJyqQHZ-yA,Undirected,4,4
UCAYOMpSQugVgFe4wnqZCCKQ,UCnVWdPxgikz9jqJyqQHZ-yA,Undirected,4,4
UC8SHCHvApI1aPlX8jagFZ9Q,UCDBivRwVE17kaOi4DPdUCpw,Undirected,2,2
UC8SHCHvApI1aPlX8jagFZ9Q,UCuZXaAvHjY91IEFOoMdUCQg,Undirected,1,1
UCDBivRwVE17kaOi4DPdUCpw,UCUaS8xCrE8h7qcjuxEJk-gQ,Undirected,1,1
UCDBivRwVE17kaOi4DPdUCpw,UCuZXaAvHjY91IEFOoMdUCQg,Undirected,1,1
UCUaS8xCrE8h7qcjuxEJk-gQ,UCuZXaAvHjY91IEFOoMdUCQg,Undirected,1,1
UCAYOMpSQugVgFe4wnqZCCKQ,UCDBivRwVE17kaOi4DPdUCpw,Undirected,1,1
UC2WSDEm0qJG92WRXkrNzqGg,UC8SHCHvApI1aPlX8jagFZ9Q,Undirected,1,1
UC2WSDEm0qJG92WRXkrNzqGg,UCrB_lbcnNsWXbvTPzpoeYWg,Undirected,1,1
UC8SHCHvApI1aPlX8jagFZ9Q,UCrB_lbcnNsWXbvTPzpoeYWg,Undirected,2,2
UC8SHCHvApI1aPlX8jagFZ9Q,UCMQEJdbn7nsFOeJgK_fSRsg,Undirected,1,1
UCAYOMpSQugVgFe4wnqZCCKQ,UCMQEJdbn7nsFOeJgK_fSRsg,Undirected,1,1
UCMQEJdbn7nsFOeJgK_fSRsg,UCnVWdPxgikz9jqJyqQHZ-yA,Undirected,1,1
UC0h91OxHExPxenGmUENhuLw,UCzgD3tJdyp8vB1Z1A5BdE4Q,Undirected,3,3
UC0h91OxHExPxenGmUENhuLw,UC9G5kZAAB6FbBjJN89p3FbA,Undirected,1,1
UC9G5kZAAB6FbBjJN89p3FbA,UCzgD3tJdyp8vB1Z1A5BdE4Q,Undirected,1,1
UC0h91OxHExPxenGmUENhuLw,UCAYOMpSQugVgFe4wnqZCCKQ,Undirected,2,2
UC0h91OxHExPxenGmUENhuLw,UC8SHCHvApI1aPlX8jagFZ9Q,Undirected,1,1
UC0h91OxHExPxenGmUENhuLw,UCrB_lbcnNsWXbvTPzpoeYWg,Undirected,1,1
UCAYOMpSQugVgFe4wnqZCCKQ,UCrB_lbcnNsWXbvTPzpoeYWg,Undirected,1,1
UC0h91OxHExPxenGmUENhuLw,UCYNBxI1O-rukKNAEz9_VjAA,Undirected,1,1
UC0h91OxHExPxenGmUENhuLw,UCNAePsTyyXAMV0wCmJW0JCg,Undirected,2,2
UCAYOMpSQugVgFe4wnqZCCKQ,UCTVGHWIf5AgSABmFcqbE5aQ,Undirected,10,10
UC-ZAqjDezj-qa0C5GxsBtsA,UC6Hv0yGCd0liLfwQxB1mdyg,Undirected,3,3
UC-ZAqjDezj-qa0C5GxsBtsA,UCCo6EC0MOfJSnHbD3LI6iFA,Undirected,3,3
UC-ZAqjDezj-qa0C5GxsBtsA,UCDzBNaJ8brwIMVXC9lXwSGw,Undirected,3,3
UC-ZAqjDezj-qa0C5GxsBtsA,UCIKCOBJoceaflvVLgTIM82A,Undirected,1,1
UC-ZAqjDezj-qa0C5GxsBtsA,UCkKby3SmV9XGW_U_u1RsyCg,Undirected,2,2
UC6Hv0yGCd0liLfwQxB1mdyg,UCCo6EC0MOfJSnHbD3LI6iFA,Undirected,3,3
UC6Hv0yGCd0liLfwQxB1mdyg,UCDzBNaJ8brwIMVXC9lXwSGw,Undirected,3,3
UC6Hv0yGCd0liLfwQxB1mdyg,UCIKCOBJoceaflvVLgTIM82A,Undirected,1,1
UC6Hv0yGCd0liLfwQxB1mdyg,UCkKby3SmV9XGW_U_u1RsyCg,Undirected,2,2
UCCo6EC0MOfJSnHbD3LI6iFA,UCDzBNaJ8brwIMVXC9lXwSGw,Undirected,10,10
UCCo6EC0MOfJSnHbD3LI6iFA,UCIKCOBJoceaflvVLgTIM82A,Undirected,3,3
UCCo6EC0MOfJSnHbD3LI6iFA,UCkKby3SmV9XGW_U_u1RsyCg,Undirected,3,3
UCDzBNaJ8brwIMVXC9lXwSGw,UCIKCOBJoceaflvVLgTIM82A,Undirected,3,3
UCDzBNaJ8brwIMVXC9lXwSGw,UCkKby3SmV9XGW_U_u1RsyCg,Undirected,3,3
UC0bPSlWMY6CTvP_IX_ALBCw,UCCo6EC0MOfJSnHbD3LI6iFA,Undirected,4,4
UC0bPSlWMY6CTvP_IX_ALBCw,UCDzBNaJ8brwIMVXC9lXwSGw,Undirected,4,4
UC0bPSlWMY6CTvP_IX_ALBCw,UCzklsfej5kE3b347YoHhpZw,Undirected,1,1
UCCo6EC0MOfJSnHbD3LI6iFA,UCzklsfej5kE3b347YoHhpZw,Undirected,1,1
UCDzBNaJ8brwIMVXC9lXwSGw,UCzklsfej5kE3b347YoHhpZw,Undirected,1,1
UCCo6EC0MOfJSnHbD3LI6iFA,UCskg7xNu4fbSQCO9z-gcyJg,Undirected,1,1
UCDzBNaJ8brwIMVXC9lXwSGw,UCskg7xNu4fbSQCO9z-gcyJg,Undirected,1,1
UCIKCOBJoceaflvVLgTIM82A,UCskg7xNu4fbSQCO9z-gcyJg,Undirected,1,1
UCBlr7Nhhi9EtSa1k2ny-7ew,UCCo6EC0MOfJSnHbD3LI6iFA,Undirected,2,2
UCBlr7Nhhi9EtSa1k2ny-7ew,UCDzBNaJ8brwIMVXC9lXwSGw,Undirected,2,2
UC0bPSlWMY6CTvP_IX_ALBCw,UCIKCOBJoceaflvVLgTIM82A,Undirected,1,1
UC0bPSlWMY6CTvP_IX_ALBCw,UCkKby3SmV9XGW_U_u1RsyCg,Undirected,1,1
UC0bPSlWMY6CTvP_IX_ALBCw,UCvKZZvkGecpv1sTf4yn0l9w,Undirected,1,1
UCCo6EC0MOfJSnHbD3LI6iFA,UCvKZZvkGecpv1sTf4yn0l9w,Undirected,1,1
UCDzBNaJ8brwIMVXC9lXwSGw,UCvKZZvkGecpv1sTf4yn0l9w,Undirected,1,1
UCIKCOBJoceaflvVLgTIM82A,UCvKZZvkGecpv1sTf4yn0l9w,Undirected,1,1
UCkKby3SmV9XGW_U_u1RsyCg,UCvKZZvkGecpv1sTf4yn0l9w,Undirected,1,1
UC0bPSlWMY6CTvP_IX_ALBCw,UCgON8HBBSs1YzkqS_M6o4AA,Undirected,1,1
UCCo6EC0MOfJSnHbD3LI6iFA,UCgON8HBBSs1YzkqS_M6o4AA,Undirected,1,1
UCDzBNaJ8brwIMVXC9lXwSGw,UCgON8HBBSs1YzkqS_M6o4AA,Undirected,1,1
UC3mG1jxWYgBoJwSaJrke3YQ,UClMuosUutVxH7hTGVyUzppA,Undirected,10,10
UC4FTyM4MesUnFNwuw9S1XRw,UCvOn4wEsIMb5IfXuju93A5w,Undirected,2,2
UCFbtXFIaAJ0fOtgyeDs8Jog,UCisv_Rgs-q5a7ziVFhgnrgQ,Undirected,1,1
UCha7Gw9Ubs8ucjqqzKE0D_Q,UCo6pd5IzPwotrDZDxMPFE2A,Undirected,2,2
UCfmjemnU0R2XgfAncXrMSlg,UCvqv6Sxa6-VMFXU9yfa5Igw,Undirected,1,1
UC-EBRkXpG5dFHV-zaqDonrg,UCSnUOdrSjSvtmvH87U2m5GA,Undirected,1,1
UC-paul1Nd8pnK2eAAtxAaYw,UCLaFC2mfkTeYhBusdk-6-lg,Undirected,1,1
UC-paul1Nd8pnK2eAAtxAaYw,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UCLaFC2mfkTeYhBusdk-6-lg,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UC-Mv175NcgSzQ0xPeYYw9ww,UCbWgP4pWHDbE5WeIizwAPoA,Undirected,1,1
UC-Mv175NcgSzQ0xPeYYw9ww,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UC-Mv175NcgSzQ0xPeYYw9ww,UCtzXIrAz7yilw55U4MzElLQ,Undirected,1,1
UCbWgP4pWHDbE5WeIizwAPoA,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UCbWgP4pWHDbE5WeIizwAPoA,UCtzXIrAz7yilw55U4MzElLQ,Undirected,1,1
UChPsCwzLIghlUKodG5zijfA,UCtzXIrAz7yilw55U4MzElLQ,Undirected,1,1
UCLIC6cwI96gvu3i8nSS64Kg,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UCLIC6cwI96gvu3i8nSS64Kg,UCj2nw_9puY3sJoDbkE-FCQA,Undirected,1,1
UChPsCwzLIghlUKodG5zijfA,UCj2nw_9puY3sJoDbkE-FCQA,Undirected,1,1
UCQWRnW4kJCbUq7VtiMgIRyQ,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UChPsCwzLIghlUKodG5zijfA,UCvhImyl7GNyAj9nuNsNYjhQ,Undirected,1,1
UChPsCwzLIghlUKodG5zijfA,UCibkCL9tAH8WoDUWJ2xzMMg,Undirected,1,1
UCA-8abzeuoKeSfcaysVlT8Q,UCFqYHHqm3yayXSJWs2qTLNA,Undirected,2,2
UCA-8abzeuoKeSfcaysVlT8Q,UCiH25wMDmQ_uVr7jqqgRFrA,Undirected,1,1
UCFqYHHqm3yayXSJWs2qTLNA,UCiH25wMDmQ_uVr7jqqgRFrA,Undirected,1,1
UC2WrXWTQtRvu-jBmKfvQsqQ,UCA-8abzeuoKeSfcaysVlT8Q,Undirected,1,1
UC2WrXWTQtRvu-jBmKfvQsqQ,UCFqYHHqm3yayXSJWs2qTLNA,Undirected,1,1
UC1y-be8FfPtzniyqGjLJCGg,UC95Xopdv7f_L2AbfE-VMuxA,Undirected,1,1
UC1y-be8FfPtzniyqGjLJCGg,UCctWtGNi-cBBxRhMlelP4KQ,Undirected,1,1
UC1y-be8FfPtzniyqGjLJCGg,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UC1y-be8FfPtzniyqGjLJCGg,UChicEtffabIKdVJThpPwqhQ,Undirected,1,1
UC95Xopdv7f_L2AbfE-VMuxA,UCctWtGNi-cBBxRhMlelP4KQ,Undirected,1,1
UC95Xopdv7f_L2AbfE-VMuxA,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UC95Xopdv7f_L2AbfE-VMuxA,UChicEtffabIKdVJThpPwqhQ,Undirected,1,1
UCctWtGNi-cBBxRhMlelP4KQ,UChPsCwzLIghlUKodG5zijfA,Undirected,1,1
UCctWtGNi-cBBxRhMlelP4KQ,UChicEtffabIKdVJThpPwqhQ,Undirected,1,1
UCL_qhgtOy0dy1Agp8vkySQg,UCMIFZlIm3E7fxattsuRoqgA,Undirected,2,2
UCMIFZlIm3E7fxattsuRoqgA,UCSfoxYTlCPFfglckBLrjpsA,Undirected,1,1
UCMIFZlIm3E7fxattsuRoqgA,UCg0kqKYY72OmzYg3JE3bdDA,Undirected,1,1
UCKLX_ObUa9pf1QwSGya0vAw,UCMIFZlIm3E7fxattsuRoqgA,Undirected,1,1
UCKLX_ObUa9pf1QwSGya0vAw,UCq6VFHwMzcMXbuKyG7SQYIg,Undirected,1,1
UCMIFZlIm3E7fxattsuRoqgA,UCq6VFHwMzcMXbuKyG7SQYIg,Undirected,1,1
UC98dbK3WqEkgiFj91WAwYJQ,UCMIFZlIm3E7fxattsuRoqgA,Undirected,1,1
UCGfVeZa7KUJHunu_-AR8I4g,UCRzNmYGvKNRHEwAfs1yLHWA,Undirected,2,2
UCGfVeZa7KUJHunu_-AR8I4g,UCgAyQyy6x3L-tmM1GICelGA,Undirected,2,2
UCGfVeZa7KUJHunu_-AR8I4g,UCjdhEHvfWPArV25tJwplQOA,Undirected,2,2
UCGfVeZa7KUJHunu_-AR8I4g,UCy8K7XHd8RntQAN-Q9z2F3w,Undirected,2,2
UCRzNmYGvKNRHEwAfs1yLHWA,UCgAyQyy6x3L-tmM1GICelGA,Undirected,2,2
UCRzNmYGvKNRHEwAfs1yLHWA,UCjdhEHvfWPArV25tJwplQOA,Undirected,2,2
UCRzNmYGvKNRHEwAfs1yLHWA,UCy8K7XHd8RntQAN-Q9z2F3w,Undirected,2,2
UCgAyQyy6x3L-tmM1GICelGA,UCjdhEHvfWPArV25tJwplQOA,Undirected,2,2
UCgAyQyy6x3L-tmM1GICelGA,UCy8K7XHd8RntQAN-Q9z2F3w,Undirected,2,2
UCjdhEHvfWPArV25tJwplQOA,UCy8K7XHd8RntQAN-Q9z2F3w,Undirected,2,2
UC5p_l5ZeB_wGjO_yDXwiqvw,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,3,3
UCVhZyGllAVd-Wl6kNufV0uA,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,9,9
UC1n_PfsVqxllCcnMPlxBIjw,UCAz5JW1_oryewk0eR-eP7Bw,Undirected,1,1
UC1n_PfsVqxllCcnMPlxBIjw,UCVhZyGllAVd-Wl6kNufV0uA,Undirected,2,2
UC1n_PfsVqxllCcnMPlxBIjw,UC_bjOaM7jR8lmPoAmaRPPnQ,Undirected,1,1
UC1n_PfsVqxllCcnMPlxBIjw,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,2,2
UCAz5JW1_oryewk0eR-eP7Bw,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,4,4
UC_bjOaM7jR8lmPoAmaRPPnQ,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,2,2
UCAz5JW1_oryewk0eR-eP7Bw,UCKQ-wNdh0kO5qnpPfXa2hjQ,Undirected,1,1
UCKQ-wNdh0kO5qnpPfXa2hjQ,UCVhZyGllAVd-Wl6kNufV0uA,Undirected,2,2
UCKQ-wNdh0kO5qnpPfXa2hjQ,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,2,2
UC1n_PfsVqxllCcnMPlxBIjw,UCA2tt9GSU2sl8rAqjlLR3mQ,Undirected,2,2
UCA2tt9GSU2sl8rAqjlLR3mQ,UCd49y90hwxKd1tq0cP0MG1Q,Undirected,1,1
UC5p_l5ZeB_wGjO_yDXwiqvw,UCKQ-wNdh0kO5qnpPfXa2hjQ,Undirected,1,1
UCAz5JW1_oryewk0eR-eP7Bw,UCxucf8O8itcmkqu3d7yUavg,Undirected,1,1
UCVhZyGllAVd-Wl6kNufV0uA,UCxucf8O8itcmkqu3d7yUavg,Undirected,1,1
UCd49y90hwxKd1tq0cP0MG1Q,UCxucf8O8itcmkqu3d7yUavg,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UCQmzgjEb7X6--w7CSE1erJg,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UCVhZyGllAVd-Wl6kNufV0uA,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UCtoO-dFpE8lIsC-SWG2A6oA,Undirected,1,1
UC5p_l5ZeB_wGjO_yDXwiqvw,UCQmzgjEb7X6--w7CSE1erJg,Undirected,1,1
UC5p_l5ZeB_wGjO_yDXwiqvw,UCtoO-dFpE8lIsC-SWG2A6oA,Undirected,1,1
UCQmzgjEb7X6--w7CSE1erJg,UCVhZyGllAVd-Wl6kNufV0uA,Undirected,1,1
UCQmzgjEb7X6--w7CSE1erJg,UCtoO-dFpE8lIsC-SWG2A6oA,Undirected,1,1
UCVhZyGllAVd-Wl6kNufV0uA,UCtoO-dFpE8lIsC-SWG2A6oA,Undirected,1,1
UC5BqtRANoqrdMA0lEnZgOOg,UC5p_l5ZeB_wGjO_yDXwiqvw,Undirected,8,8
UC5BqtRANoqrdMA0lEnZgOOg,UCQSyMY7y11SjZ1oL2OjD_bw,Undirected,7,7
UC5p_l5ZeB_wGjO_yDXwiqvw,UCQSyMY7y11SjZ1oL2OjD_bw,Undirected,7,7
UC-vczWpJ4NqsSlm50oINJYQ,UC5BqtRANoqrdMA0lEnZgOOg,Undirected,1,1
UC-vczWpJ4NqsSlm50oINJYQ,UC5p_l5ZeB_wGjO_yDXwiqvw,Undirected,5,5
UC-vczWpJ4NqsSlm50oINJYQ,UCQSyMY7y11SjZ1oL2OjD_bw,Undirected,1,1
UC-g_O9HWb5B0rVDG1hLd5Hw,UC-vczWpJ4NqsSlm50oINJYQ,Undirected,1,1
UC-g_O9HWb5B0rVDG1hLd5Hw,UC5p_l5ZeB_wGjO_yDXwiqvw,Undirected,1,1
UC-g_O9HWb5B0rVDG1hLd5Hw,UCDOSPppo2o2DmVBP5erEuTg,Undirected,1,1
UC-vczWpJ4NqsSlm50oINJYQ,UCDOSPppo2o2DmVBP5erEuTg,Undirected,1,1
UC5p_l5ZeB_wGjO_yDXwiqvw,UCDOSPppo2o2DmVBP5erEuTg,Undirected,1,1
UC5p_l5ZeB_wGjO_yDXwiqvw,UC_bjOaM7jR8lmPoAmaRPPnQ,Undirected,1,1
UC5p_l5ZeB_wGjO_yDXwiqvw,UCvwgF_0NOZe2vN4Q3g1bY-A,Undirected,1,1
UCAz5JW1_oryewk0eR-eP7Bw,UCvwgF_0NOZe2vN4Q3g1bY-A,Undirected,1,1
UC_bjOaM7jR8lmPoAmaRPPnQ,UCvwgF_0NOZe2vN4Q3g1bY-A,Undirected,1,1
UCX_UNVL5LGsTmJmOXFSoDDg,UC_bjOaM7jR8lmPoAmaRPPnQ,Undirected,1,1
UC92b1O08vlw68UCJ0VuuQdA,UC_bjOaM7jR8lmPoAmaRPPnQ,Undirected,1,1
UCATfPg_amXU4tXXzn6v4Z4Q,UC_bjOaM7jR8lmPoAmaRPPnQ,Undirected,1,1
UC_bjOaM7jR8lmPoAmaRPPnQ,UCmBqL1OAnFd5JCfqYKKpbTA,Undirected,1,1
UCA2tt9GSU2sl8rAqjlLR3mQ,UCTkXRDQl0luXxVQrRQvWS6w,Undirected,64,64
UCA2tt9GSU2sl8rAqjlLR3mQ,UCqynl7rdtktKMQESdSBmE-g,Undirected,45,45
UCTkXRDQl0luXxVQrRQvWS6w,UCqynl7rdtktKMQESdSBmE-g,Undirected,46,46
UC1hkAIJnb2CSmm7SPJaPR-A,UCjwPWmTYbC2Ehc_Bk4kR9yg,Undirected,1,1
UCPM1bCbT-dVAHAEIpUUpVLQ,UCUd0DGXsiCIVqvOci94lnkQ,Undirected,1,1
UCPM1bCbT-dVAHAEIpUUpVLQ,UCb1gWOLQPCgUl_WY-zSvL7A,Undirected,1,1
UC8taJP20zu3PxChqh1Ol7vw,UCa9_8C9ebEphjva-P7OV7bA,Undirected,1,1
UC8taJP20zu3PxChqh1Ol7vw,UCyqEcHPKLH7KVzzqHN1n3vw,Undirected,1,1
UCa9_8C9ebEphjva-P7OV7bA,UCyqEcHPKLH7KVzzqHN1n3vw,Undirected,1,1
UCidh1IO3jjrg0ZzJ7XKC9gQ,UCrjEDps2C_OPSDOyfz_fpvQ,Undirected,1,1
UCidh1IO3jjrg0ZzJ7XKC9gQ,UCyqEcHPKLH7KVzzqHN1n3vw,Undirected,1,1
UCrjEDps2C_OPSDOyfz_fpvQ,UCyqEcHPKLH7KVzzqHN1n3vw,Undirected,1,1
UC40gs0opj389ohjLnJIAJzA,UCPM1bCbT-dVAHAEIpUUpVLQ,Undirected,2,2
UC40gs0opj389ohjLnJIAJzA,UCtn0gYphdmjN0fVtu3rV1LQ,Undirected,3,3
UC40gs0opj389ohjLnJIAJzA,UCSp2nvM27htoOTD1Cq05N5g,Undirected,1,1
UCSp2nvM27htoOTD1Cq05N5g,UCtn0gYphdmjN0fVtu3rV1LQ,Undirected,1,1
UCmSlt58ydJnsKRrA81CWiKw,UCoavM_Q90GHUQ10-pv5wmJQ,Undirected,1,1
UCmSlt58ydJnsKRrA81CWiKw,UCm_32tsV3ay9UPC36Am6MwA,Undirected,2,2
UCmSlt58ydJnsKRrA81CWiKw,UCv8xpzILpS2IKEd8CUuGd-Q,Undirected,2,2
UCm_32tsV3ay9UPC36Am6MwA,UCv8xpzILpS2IKEd8CUuGd-Q,Undirected,2,2
UCmSlt58ydJnsKRrA81CWiKw,UCmfxHeODQ-UVWkl1Ogz9nwA,Undirected,1,1
UCBgwN1tb309rSICXosLt_AQ,UCF2INVe9FGsNWfve9PjJ1Ow,Undirected,3,3
UCBgwN1tb309rSICXosLt_AQ,UCYGVLELQNAkZph0C6_sLnLw,Undirected,3,3
UCBgwN1tb309rSICXosLt_AQ,UCmSlt58ydJnsKRrA81CWiKw,Undirected,3,3
UCF2INVe9FGsNWfve9PjJ1Ow,UCYGVLELQNAkZph0C6_sLnLw,Undirected,3,3
UCF2INVe9FGsNWfve9PjJ1Ow,UCmSlt58ydJnsKRrA81CWiKw,Undirected,3,3
UCYGVLELQNAkZph0C6_sLnLw,UCmSlt58ydJnsKRrA81CWiKw,Undirected,3,3
UCsMzGs6Ig8W7uLeY2F91h4g,UCxzod11aqeU2H2cp7JQNB8A,Undirected,2,2
UCF3yjqc-HcchI9IfptJr9Yw,UChgPVLjqugDQpRLWvC7zzig,Undirected,10,10
UCF3yjqc-HcchI9IfptJr9Yw,UCnLguxZssRa2QqnqEuBg36w,Undirected,1,1
UChgPVLjqugDQpRLWvC7zzig,UCnLguxZssRa2QqnqEuBg36w,Undirected,1,1
UC-9jtC-fuSz0Qs08YCZVzeg,UCVZ1ISzd-ZyWqZzSfSei6Zg,Undirected,1,1
UC60w8W3VrDJ_nuocfeOwgsg,UCVZ1ISzd-ZyWqZzSfSei6Zg,Undirected,1,1
UC60w8W3VrDJ_nuocfeOwgsg,UCDe08Fs0s0YKJuk5h45csAQ,Undirected,1,1
UC9vBR94ua3sfGh5EudKcF-w,UCT15Whb1wFyd4g4qrQ_3s6Q,Undirected,1,1
UCT15Whb1wFyd4g4qrQ_3s6Q,UCVhT9rhCiLfksMCZkBWS6PA,Undirected,1,1
UCT15Whb1wFyd4g4qrQ_3s6Q,UCvfSrJPlMl1KxYQI_ZETdtw,Undirected,1,1
UCDnYX2jqzQXMST8Yo4NzQZQ,UCYYry2Bwe6SfJ-kqUfhQbfQ,Undirected,1,1
UCDnYX2jqzQXMST8Yo4NzQZQ,UCmgdsC5YUNml15FgkOU0q5g,Undirected,1,1
UCbKEKu3wkx_f97vKL_Og8pw,UCoSrY_IQQVpmIRZ9Xf-y93g,Undirected,1,1
UC9Qa0HJBW1C2pXPflbia_TA,UCbKEKu3wkx_f97vKL_Og8pw,Undirected,1,1
UCC5iSsR26AbL93Xh1aW2SGw,UCbKEKu3wkx_f97vKL_Og8pw,Undirected,1,1
UCUvBGZ8ybpDwCLH9y0vT3ww,UCYnehH2tHxmTRqjTiuzzA8w,Undirected,4,4
UCiSKnkKCKAQVxMUWpZQobuQ,UClFPqygSZ026JV5Az1el2rg,Undirected,2,2
UC2mP7il3YV7TxM_3m6U0bwA,UCFbtXFIaAJ0fOtgyeDs8Jog,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UC5qqBFOKTNAzIyE4g3SvuwQ,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UCd71KmJZ8mxKGCUDkdNqoWw,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UCp4csaOD64mSzPxbfuzJcuA,Undirected,1,1
UC2mP7il3YV7TxM_3m6U0bwA,UCsoIIWqR_2OAegsUTkY5E1g,Undirected,1,1
UC5qqBFOKTNAzIyE4g3SvuwQ,UCd71KmJZ8mxKGCUDkdNqoWw,Undirected,1,1
UC5qqBFOKTNAzIyE4g3SvuwQ,UCp4csaOD64mSzPxbfuzJcuA,Undirected,1,1
UC5qqBFOKTNAzIyE4g3SvuwQ,UCsoIIWqR_2OAegsUTkY5E1g,Undirected,1,1
UCd71KmJZ8mxKGCUDkdNqoWw,UCp4csaOD64mSzPxbfuzJcuA,Undirected,1,1
UCd71KmJZ8mxKGCUDkdNqoWw,UCsoIIWqR_2OAegsUTkY5E1g,Undirected,1,1
UCp4csaOD64mSzPxbfuzJcuA,UCsoIIWqR_2OAegsUTkY5E1g,Undirected,1,1
UCtVGMIBMaLuDHsDUqGwEpnA,UCvM9kVL4Xz-3xumOJ0Fvb3g,Undirected,9,9
UC5p_l5ZeB_wGjO_yDXwiqvw,UCtVGMIBMaLuDHsDUqGwEpnA,Undirected,1,1
UC94XlnLwRY7AP1GhbfbAcYQ,UCtVGMIBMaLuDHsDUqGwEpnA,Undirected,1,1
UC94XlnLwRY7AP1GhbfbAcYQ,UCvM9kVL4Xz-3xumOJ0Fvb3g,Undirected,1,1
UC9Q3suSdhaOYiGgN3L9BJwg,UCtVGMIBMaLuDHsDUqGwEpnA,Undirected,1,1
UC9Q3suSdhaOYiGgN3L9BJwg,UCvM9kVL4Xz-3xumOJ0Fvb3g,Undirected,1,1
UCX2yC3GtTHws4T-ydc-P5uQ,UCtVGMIBMaLuDHsDUqGwEpnA,Undirected,1,1
UCX2yC3GtTHws4T-ydc-P5uQ,UCvM9kVL4Xz-3xumOJ0Fvb3g,Undirected,1,1
UC9GwB9jYhLBt_kxo-2FXnzA,UCNpcQ002WElJqT9r--R-Xfg,Undirected,8,8
UC9GwB9jYhLBt_kxo-2FXnzA,UCSOlm_MlqVwymI4SSCxguuw,Undirected,8,8
UCNpcQ002WElJqT9r--R-Xfg,UCSOlm_MlqVwymI4SSCxguuw,Undirected,8,8
UC5UHdMOwhHWxY9AQraqve4A,UCozORfmIis5Jg6PYSu9eTiw,Undirected,1,1
UC4yb1fKSvCkKes6Kw41wRag,UCEbinpmUjQ6zlZqhG8uZ9iA,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UCEbinpmUjQ6zlZqhG8uZ9iA,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UCK7OXr0m5mnM1z9p7n_Bwfw,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UCHwrVzNBkBB0_fh5rhwiOmg,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UCLCdyRg3u5O-EVP5p46QxcQ,Undirected,1,1
UC-YX2k2H8VkekijQgn5Eq7Q,UC5UHdMOwhHWxY9AQraqve4A,Undirected,1,1
UC-YX2k2H8VkekijQgn5Eq7Q,UC_xcYqaPDdT_U3hldXw-Bug,Undirected,1,1
UC-YX2k2H8VkekijQgn5Eq7Q,UCdST1etqe7vuOTU7lPSF_jA,Undirected,1,1
UC-YX2k2H8VkekijQgn5Eq7Q,UCmmt_puWbvAAfhjpUtUyNjQ,Undirected,1,1
UC-YX2k2H8VkekijQgn5Eq7Q,UCseRTX4jbdBx5BXMNTfjh3g,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UC_xcYqaPDdT_U3hldXw-Bug,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UCdST1etqe7vuOTU7lPSF_jA,Undirected,1,1
UC5UHdMOwhHWxY9AQraqve4A,UCmmt_puWbvAAfhjpUtUyNjQ,Undirected,1,1
