Id,Label,Cluster Id,Cluster Label,Cluster Main Attribute,Cluster Description
UCL9_9Az2HB1mU9sSUL8zVoQ,ホンコワ,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCX3PvjGUu8WaU-CiP8wKzww,IEOIの休日,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCeaFgoabsZ9Iev8MrrtjguA,こんおぐれ【毎日20時シチュボ投稿】,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UC3pTz4JgYIQx0DvCZgyOb0Q,なかつ都叶 -tsukana-,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCPwbaViL5sRJ6yMSEAI5jrg,イデア Voice channel,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UC8C1LLhBhf_E2IBPLSDJXlQ,健屋花那【にじさんじ】KanaSukoya,145,Nijisanji/Hololive Japanese VTuber Gaming Community,Vtuber/Virtual Creator,"Japanese-language VTuber talents (Nijisanji's Hyakumantenbara Salome, Tsukino Mito; Hololive's Haachama, Roboco) centered on gaming and variety streams."
UCmI1ZpKkY3i7tXAQhnXSJvg,Niwadu - にわづ,109,Japanese Action-Game Gaming Creators,Topic/Genre,"Japanese-language gaming commentators focused on action games (ぷりっつ, LiaqN, ぶゅりる)."
UCVohQZCIVC08-V0LWCSQgAQ,【ほぼ毎日21時配信】エフロンくん / Efron,93,Japanese Youth Variety/Street-style YouTuber Circle,Content Format,"Young Japanese YouTuber groups doing street-style/variety/vlog content who frequently collaborate (スカイピース, コムドット)."
UCpbu18sbRQlFSo1PtixzktQ,中町兄妹,93,Japanese Youth Variety/Street-style YouTuber Circle,Content Format,"Young Japanese YouTuber groups doing street-style/variety/vlog content who frequently collaborate (スカイピース, コムドット)."
UCwQxakTsXvRoPlIb1YEL1fg,彼氏・旦那・パパをマジイケメンにしたいわ‼︎チャンネル,93,Japanese Youth Variety/Street-style YouTuber Circle,Content Format,"Young Japanese YouTuber groups doing street-style/variety/vlog content who frequently collaborate (スカイピース, コムドット)."
UCUHKXV102zeGsUo56BSzQJw,GINTA-official-,93,Japanese Youth Variety/Street-style YouTuber Circle,Content Format,"Young Japanese YouTuber groups doing street-style/variety/vlog content who frequently collaborate (スカイピース, コムドット)."
UCXsfgk_k3eeRBQ4qKmTu3lw,ノイコ noyco,93,Japanese Youth Variety/Street-style YouTuber Circle,Content Format,"Young Japanese YouTuber groups doing street-style/variety/vlog content who frequently collaborate (スカイピース, コムドット)."
UCu84IrpgLbmEelD7E_755QA,Singer Nanao【Anime & Tokusatsu Song Cover】,93,Japanese Youth Variety/Street-style YouTuber Circle,Content Format,"Young Japanese YouTuber groups doing street-style/variety/vlog content who frequently collaborate (スカイピース, コムドット)."
UCP8Ly9PUyiAfc4GJxKnXyNw,聖秋流チャンネル,111,Japanese/Korean Vlog & Food Content Creators,Content Format,"Japanese and Korean-language vlog and food channels (オムライス兄さん, そば湯, 김습습Double Soup)."
UCdgfRnpHeNFcJ_jtWFs4ydQ,momohaha,111,Japanese/Korean Vlog & Food Content Creators,Content Format,"Japanese and Korean-language vlog and food channels (オムライス兄さん, そば湯, 김습습Double Soup)."
UCkFQY9E8yMlLtqGnu82mnkA,JESSICA,111,Japanese/Korean Vlog & Food Content Creators,Content Format,"Japanese and Korean-language vlog and food channels (オムライス兄さん, そば湯, 김습습Double Soup)."
UCpkC1h5SgR4YeGaFIwH2S4g,脇腹が痛い大内,111,Japanese/Korean Vlog & Food Content Creators,Content Format,"Japanese and Korean-language vlog and food channels (オムライス兄さん, そば湯, 김습습Double Soup)."
UCh6eUVqErIE0B38vbIRzUqQ,かの/カノックスター,112,Japanese Food & Lifestyle Vloggers,Topic/Genre,"Japanese cooking and daily-lifestyle vlog channels (Kimagure Cook, かの/カノックスター, 中町綾)."
UCjl8UBoqlulhOn6OR8fpiUg,あみちゃんねる / 菊地亜美,112,Japanese Food & Lifestyle Vloggers,Topic/Genre,"Japanese cooking and daily-lifestyle vlog channels (Kimagure Cook, かの/カノックスター, 中町綾)."
UCs3rdrQv6WCeOIVSvL8jQrw,レヴィア・L・マクロバーツ,105,Rock/Metal Music & Japanese VTuber Gaming Mix,Music Genre,"Western rock/metal bands (Slipknot, Ice Nine Kills, NEMOPHILA) mixed with Japanese VTuber gaming channels, linked via shared music/game topic tags."
UC-hM6YJuNYVAmUWxeIr9FeA,Miko Ch. さくらみこ,97,Hololive VTuber Fandom & English Gaming Commentary,Vtuber/Virtual Creator,"English-speaking gaming commentators (penguinz0, Ludwig) collabing heavily with Hololive VTubers (Gawr Gura, Marine, Suisei, Pekora)."
UCJ6IsDg6y8jFdyHvfXV6aNQ,Z3N,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCZeWkiM4W_jx2ppjvRlsaIA,クロミKuromi †,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UC1gIWcMPg7f9dTCm-z5NeqQ,Aoi Sumire Chan,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCaDUoaxT9-lNYrB65Drs22Q,stariss ★ 夜中,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UC9iIFj6J_tkSmmcVq5LhK2w,fleurdechant,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCCrRrZ42klvWtDjJtxYWUZw,TAMAneko,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCHXqm6im50_Gr4oKL15XN1A,Kai✮,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCEPz7qJRNuQ8EL-lggJXZpQ,ShiSakun,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCdIIkWHFR9Esvt5sVLsLq1A,Riko's flower garden,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCihu5ygkTXm8CeFhD1Tx3eg,Sayri,148,Vocaloid & Japanese Music Producers,Music Genre,"Vocaloid producers and Japanese pop/rock artists (Kanaria, MARETU, Kairiki Bear, Shiina Ringo) plus English-language Vocaloid cover singers (JubyPhonic); topic tags dominated by Music of Asia and Pop music."
UCxu54sFcSKCrOwN4zjKrp_Q,you-TV,115,Indonesian/Asian Indie VTuber & Cover Singers,Vtuber/Virtual Creator,"Small independent Indonesian/Asian VTubers and song cover channels (Engkal, Xion Regalia Ch, Kotone♡Rin)."
UCH3rKVI8cDtjWbOIq9cQRDA,Mochi,115,Indonesian/Asian Indie VTuber & Cover Singers,Vtuber/Virtual Creator,"Small independent Indonesian/Asian VTubers and song cover channels (Engkal, Xion Regalia Ch, Kotone♡Rin)."
UCqcfi3b72kU9PafMtw1Wbow,VENDANIE CDB,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCCFALw4YEYRmpOieyBh0daA,Mayli Abigail,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UC0GPIyhex_7H9msCOTOu_Jw,Nanas Laviola,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCMi8t45l3oEqolXgDjonJzQ,Paus William,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UC_mBznabzUwBhYekmcbMsOA,DNZL,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCgO8kYJBkm5jvUJkV9H9mIw,nahmier,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCF4nVNEKxi8r4SHrVp0COKw,Lilee,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCQ1n_PUxgvTn9nZISqHpylw,aufy!,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCiQqoLW9mk4h5rtAoaxfC1A,Kayylis,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCx36vZi37hlI49AlPyk9srw,Gery Manoy,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UC-_FWBTlrg9yMgAdym2s0TA,SOUND CREATIVE GENERATION,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCS1YAxiFyZ6bF8ubfwRBXxw,Evocative Official,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCwwhJVHR2fQsQPnSo0_qYfA,IGO MARGILANO,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCBS-WyNCcLBA97WCYXlOJLQ,3xcy,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCN9Cj0xmL0lDoAsb4d6m5gA,FADHLIFAY,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCrNI1eJO_1oThZTac-LJiUQ,yujenk,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UC1OWKjC2Cdu41WT3y69jd0w,El Fuego,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCB5T6jlj4wB52h4oxuhikeA,Albie,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCTrrKFc3lUcnHOSmt1OoeNA,ClipMean,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCcdgtlcIai9P73w-X3pNqLA,GRAKHIEL,116,Lo-fi/Alt-Pop & Indonesian Pop Music Mix,Music Genre,"Alt-pop and lo-fi hip-hop artists (Billie Eilish, Shiloh Dynasty) alongside Indonesian pop singers (Tiara Andini, Fadli Hasan)."
UCGLcxAEJlYzEaLdJcd2bB1Q,Ayya Zerachiel,23,Japanese/Asian Music & Global Pop Crossover,Music Genre,"Cluster dominated by Music of Asia tagged channels, bridged to global pop superstars (Justin Bieber, Ariana Grande) and Japanese singer Ado via collab/feature links; also touches League of Legends esports."
UCAZ_PZkpYvF6gg_hAu1nQ_A,Dismiazs,23,Japanese/Asian Music & Global Pop Crossover,Music Genre,"Cluster dominated by Music of Asia tagged channels, bridged to global pop superstars (Justin Bieber, Ariana Grande) and Japanese singer Ado via collab/feature links; also touches League of Legends esports."
UCGVF0Hm89Vg8LfsjSqi_Hzw,Noroi Alanera,23,Japanese/Asian Music & Global Pop Crossover,Music Genre,"Cluster dominated by Music of Asia tagged channels, bridged to global pop superstars (Justin Bieber, Ariana Grande) and Japanese singer Ado via collab/feature links; also touches League of Legends esports."
UCoKQhFQUtg6H09u6fHFN1AA,Enji NC,105,Rock/Metal Music & Japanese VTuber Gaming Mix,Music Genre,"Western rock/metal bands (Slipknot, Ice Nine Kills, NEMOPHILA) mixed with Japanese VTuber gaming channels, linked via shared music/game topic tags."
UCaQod6Hl4_3OBWsvSHaRVMQ,Rania Chiwawa,105,Rock/Metal Music & Japanese VTuber Gaming Mix,Music Genre,"Western rock/metal bands (Slipknot, Ice Nine Kills, NEMOPHILA) mixed with Japanese VTuber gaming channels, linked via shared music/game topic tags."
UCA7tDob1IQiKWXnGktjPKQA,Noemi Hestia,105,Rock/Metal Music & Japanese VTuber Gaming Mix,Music Genre,"Western rock/metal bands (Slipknot, Ice Nine Kills, NEMOPHILA) mixed with Japanese VTuber gaming channels, linked via shared music/game topic tags."
UCD-76VP2pJuTnyY4AnvXVDg,Igni Redmond Ch.,105,Rock/Metal Music & Japanese VTuber Gaming Mix,Music Genre,"Western rock/metal bands (Slipknot, Ice Nine Kills, NEMOPHILA) mixed with Japanese VTuber gaming channels, linked via shared music/game topic tags."
UCb-cLXWVOGVJHfkIfHt8Dfg,Fiona Clearesta Ch.,105,Rock/Metal Music & Japanese VTuber Gaming Mix,Music Genre,"Western rock/metal bands (Slipknot, Ice Nine Kills, NEMOPHILA) mixed with Japanese VTuber gaming channels, linked via shared music/game topic tags."
UCPC3SoyFJq1uwvaqt1k5JbA,fladieska,117,Indonesian Pop Music & Dance Creators,Language/Region,"Indonesian pop/dangdut singers and dance crews (Ndarboy Genk, Diego Takupaz, Takupaz Dance Crew)."
UCdABU1aPgGIIIUwItPmiSOg,flodieska,117,Indonesian Pop Music & Dance Creators,Language/Region,"Indonesian pop/dangdut singers and dance crews (Ndarboy Genk, Diego Takupaz, Takupaz Dance Crew)."
UC_bYGVAaAWnvTR-KgaFuExQ,わらび,124,Nijisanji VTuber & Japanese BGM/Music Creators,Vtuber/Virtual Creator,"Nijisanji VTuber talents (Lunlun, Shiga Riko) alongside independent Japanese background-music/beat channels."
UCufmDRojSBjZkU_kJENNP7A,輝三毛　Mike Kagayaki,124,Nijisanji VTuber & Japanese BGM/Music Creators,Vtuber/Virtual Creator,"Nijisanji VTuber talents (Lunlun, Shiga Riko) alongside independent Japanese background-music/beat channels."
UC5TjZZKMcuzvEFlrh4eL98g,十冬STOLAS,124,Nijisanji VTuber & Japanese BGM/Music Creators,Vtuber/Virtual Creator,"Nijisanji VTuber talents (Lunlun, Shiga Riko) alongside independent Japanese background-music/beat channels."
UCTKLqxkaBwwaVs4Ds3bSCsA,珂賽特 Cosette,124,Nijisanji VTuber & Japanese BGM/Music Creators,Vtuber/Virtual Creator,"Nijisanji VTuber talents (Lunlun, Shiga Riko) alongside independent Japanese background-music/beat channels."
UCwdBK5HWvhrjkKRmPRgyXBQ,好冷又好爽 ch.,124,Nijisanji VTuber & Japanese BGM/Music Creators,Vtuber/Virtual Creator,"Nijisanji VTuber talents (Lunlun, Shiga Riko) alongside independent Japanese background-music/beat channels."
UCx7GU8C3cr7vqp_SbS-8P-w,ReLive_灰妲 DaDa,124,Nijisanji VTuber & Japanese BGM/Music Creators,Vtuber/Virtual Creator,"Nijisanji VTuber talents (Lunlun, Shiga Riko) alongside independent Japanese background-music/beat channels."
UCBISmsjpeOHFCLVmQXigeMw,Keep Running kênh Việtnam,126,Chinese Television Variety Shows & Music,Country/Region,"Chinese state/provincial TV variety and music channels, notably Zhejiang TV's Keep Running franchise."
UCWoYn-EFLE1AtRFQp0Jfs3w,Keep Running ประเทศไทย,126,Chinese Television Variety Shows & Music,Country/Region,"Chinese state/provincial TV variety and music channels, notably Zhejiang TV's Keep Running franchise."
UCa1Tgj7qikpdI-juBZ0HRug,Keep Running Malaysia,126,Chinese Television Variety Shows & Music,Country/Region,"Chinese state/provincial TV variety and music channels, notably Zhejiang TV's Keep Running franchise."
UCHTnX0CSX_KObo5I9WuZ64g,YuNi - official channel -,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UC0UKL0fIkNUANaGAgqFERbg,irucaice / いるかアイス,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UC9AYHlE2OLcMlZJo3MBlfkQ,cosMo@bousouP Official Channel,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCcXakhq6f5aLOloAvC-GclQ,Sotomogi,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCm_1n9F3A6pz-Ms2NP93tBA,音楽的同位体 可不・星界・裏命・狐子・羽累 Musical Isotope,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCG5X0VE9kGhT3Hluuw1PcUg,マホトア豆腐店,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCOr0o1qvib-TDaCUEdrbtPA,kitanoyus,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UChl7kAxzdXCUQDQzk5Qm30g,wotaku,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCz-IailvAsZZK9_By6ZAnfA,どーぱみん,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCggV1GgBVYxT4NGpt2VYyMQ,namigroove,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UClryHGaP83tejN3oGqvRZFA,夏山よつぎ,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCwl_hcsJW11pZiteJsajxEw,只野 楓 / A4。,44,Japanese Independent & Vocaloid Musicians,Music Genre,"Japanese indie-rock and Vocaloid producer channels (Sakanaction, HIMEHINA, cosMo@bousouP, Isekaijoucho)."
UCfakqZayQe_kTH6IPD6kXKg,LouieZongVEVO,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCDsaRDKTCsGBJMUKx-KtukA,Jamie Paige / JamieP,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCNm885IMpFM5k-7ICGdMs7w,Vane Lily,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCo68uWcA0lTpPlvVTm3nojQ,ricedeity,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCcI0OYCT-mRuf_3cURyDJzA,khee chuu,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCBFgXkSMHi7v0fbETq68zow,CheezItsAreYummy,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCLJ2yAEt9pzOqJnchW9Q8dA,Edlinklover,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCoR82EwAPKf0D7DZhr-QYdQ,friendxp,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UC43WomfrHDRB6ETeKnNQfUg,ivylare,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCpToE5VBKZOPYev0llwFvOw,suzie,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCbqqGrk6R24GUb9aPTqvqVw,VocaCircus,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCLiIT1BzIwxLYKvVJXyvgBQ,enid ch.,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCnOBaBYMfILK_IV8W22g_XQ,Mikan Project,127,Vocaloid/Japanese Independent Music Producers,Music Genre,"Hatsune Miku and Vocaloid-adjacent independent Japanese music producers (Yorushika, Mafumafu, DECO*27, inabakumori), plus official Pokemon Japan channel."
UCyUK_5nPZV5nbPMTSQ9bF0g,Yerevanhousecommunity,131,Armenian/Georgian Folk & Pop Music Channels,Country/Region,"Caucasus-region folk and pop music channels (East Duo, Georgian Folk, Anahit Vardanyan)."
UC8Ib-XXYNYJTycmQ3jeH1Ug,HUNCHO JOSHI,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCCwUeT5NSf0nwWGlAchZPoQ,JustDan Beats,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCEAmxa7oCprEFEwiP-dc0sg,SanchoWest Fortnite,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCHaI3nApNygH9pFy3Q025ng,Zenn,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCQJeE0OumzhvzFBJBtzdM5w,npen,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCrkczetjm8_lbYKlCD4E1fw,LEGIQN,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCQmE9qgzRd2eGqJ1Z2ACl5A,Alienware,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCGQwodjaym11y-y3IyKZAiQ,SavageMike,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCtXXTHvX5FyQkduUTxvOZzw,Aid,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
UCVDYbtRWurLxFk4lsqI3W4g,CouRage Shorts,132,Fortnite/Battle-Royale Gaming Creators,Topic/Genre,"Battle-royale and Fortnite-focused gaming creators (Ninja, SypherPK, Nick Eh 30, CouRage) with KSI Music crossover."
